food,calories,protein,fat,carbs,sugar,fiber,cholesterol,cost
wolffish cooked,293.0,53.4,7.3,0.0,0.0,0.0,140.4,126
snapper cooked,218.0,44.7,2.9,0.0,0.0,0.0,79.9,102
roe cooked,58.0,8.1,2.3,0.5,0.0,0.0,135.6,21
anchovy raw,37.0,5.8,1.4,0.0,0.0,0.0,17.0,15
herring raw,291.0,33.0,16.6,0.0,0.0,0.0,110.4,89
cod raw,189.0,41.1,1.5,0.0,0.0,0.0,99.3,93
tilapia raw,111.0,23.3,2.0,0.0,0.0,0.0,58.0,54
whiting cooked,84.0,16.9,1.2,0.0,0.0,0.0,60.5,39
skipjack tuna cooked,407.0,86.9,4.0,0.0,0.0,0.0,184.8,150
salmon cooked,733.0,78.7,44.0,0.0,0.0,0.0,224.3,150
chum salmon cooked,474.0,79.5,14.9,0.0,0.0,0.0,292.6,150
american shad cooked,363.0,31.3,25.4,0.0,0.0,0.0,138.2,94
shark cooked,65.0,5.3,3.9,1.8,0.0,0.0,16.7,17
trout cooked,118.0,16.5,5.3,0.0,0.0,0.0,45.9,42
swordfish raw,196.0,26.7,9.0,0.0,0.0,0.0,89.8,68
rainbow trout cooked,119.0,16.9,5.2,0.0,0.0,0.0,49.7,43
fish sandwich with cheese,374.0,15.1,19.6,35.4,4.9,0.0,49.6,66
jellyfish dried,21.0,3.2,0.8,0.0,0.0,0.0,2.9,10
mullet raw,139.0,23.0,4.5,0.0,0.0,0.0,58.3,56
halibut cooked,353.0,71.7,5.1,0.0,0.0,0.0,190.8,150
lingcod raw,213.0,44.2,2.7,0.0,0.0,0.0,130.0,101
orange roughy cooked,30.0,6.4,0.3,0.0,0.0,0.0,22.6,15
cisco raw,77.0,15.0,1.5,0.0,0.0,0.0,39.5,35
florida pompano cooked,186.0,20.8,10.7,0.0,0.0,0.0,56.3,57
snapper raw,218.0,44.7,2.9,0.0,0.0,0.0,80.7,102
fish sandwich,565.0,22.6,27.4,58.7,7.8,0.0,77.0,99
haddock raw,143.0,31.5,0.9,0.0,0.0,0.0,104.2,71
ocean perch raw,51.0,9.8,1.0,0.0,0.0,0.0,33.3,23
cuttlefish cooked,45.0,9.2,0.4,0.5,0.0,0.0,63.4,21
cod cooked,189.0,41.1,1.5,0.0,0.0,0.0,99.0,93
seatrout raw,248.0,39.8,8.6,0.0,0.0,0.0,197.5,97
flounder raw,114.0,20.2,3.1,0.0,0.0,0.0,73.4,48
spot cooked,79.0,11.9,3.1,0.0,0.0,0.0,38.5,30
walleye pike cooked,148.0,30.4,1.9,0.0,0.0,0.0,136.4,70
perch raw,55.0,11.6,0.6,0.0,0.0,0.0,54.0,27
pumpkin seed sunfish raw,43.0,9.3,0.3,0.0,0.0,0.0,32.2,21
salt mackerel,415.0,25.2,34.1,0.0,0.0,0.0,129.2,89
mackerel cooked,231.0,21.0,15.7,0.0,0.0,0.0,66.0,62
tilapia cooked,111.0,22.8,2.3,0.0,0.0,0.0,49.6,53
drum raw,236.0,34.7,9.8,0.0,0.0,0.0,126.7,87
atlantic croaker fried,192.0,15.8,11.0,6.6,0.0,0.3,73.1,49
pumpkin seed sunfish cooked,42.0,9.2,0.3,0.0,0.0,0.0,31.8,21
wolffish raw,294.0,53.6,7.3,0.0,0.0,0.0,140.8,126
bluefin tuna cooked,276.0,44.9,9.4,0.0,0.0,0.0,73.5,109
scup cooked,68.0,12.1,1.8,0.0,0.0,0.0,33.5,29
herring cooked,290.0,32.9,16.6,0.0,0.0,0.0,110.1,89
bluefish raw,186.0,30.1,6.4,0.0,0.0,0.0,88.5,73
sheepshead cooked,234.0,48.4,3.0,0.0,0.0,0.0,119.0,110
bass cooked,91.0,15.0,2.9,0.0,0.0,0.0,53.9,36
pout cooked,279.0,58.4,3.2,0.0,0.0,0.0,183.6,133
chinook salmon raw,709.0,78.9,41.3,0.0,0.0,0.0,198.0,150
rockfish raw,172.0,35.1,2.6,0.0,0.0,0.0,95.5,81
tilefish raw,371.0,67.6,8.9,0.0,0.0,0.0,193.0,150
scup raw,174.0,31.3,4.5,0.0,0.0,0.0,86.3,74
sablefish cooked,755.0,51.9,59.3,0.0,0.0,0.0,190.3,150
tuna salad,383.0,32.9,19.0,19.3,0.0,0.0,26.7,99
coho salmon cooked,255.0,34.7,11.8,0.0,0.0,0.0,90.1,89
roe raw,20.0,3.1,0.9,0.2,0.0,0.0,52.4,10
sea bass raw,125.0,23.8,2.6,0.0,0.0,0.0,52.9,56
pink salmon cooked,349.0,56.0,12.0,0.0,0.0,0.0,125.4,136
sockeye salmon cooked,493.0,82.1,17.3,0.0,0.0,0.0,189.1,150
whitefish raw,265.0,37.8,11.6,0.0,0.0,0.0,118.8,95
greenland halibut cooked,760.0,58.6,56.4,0.0,0.0,0.0,187.6,150
northern pike cooked,350.0,76.5,2.7,0.0,0.0,0.0,155.0,150
salmon raw,824.0,80.9,53.1,0.0,0.0,0.0,217.8,150
turbot cooked,388.0,65.4,12.0,0.0,0.0,0.0,197.2,150
surimi,28.0,4.3,0.3,1.9,0.0,0.0,8.5,11
chinook salmon cooked,711.0,79.2,41.2,0.0,0.0,0.0,261.8,150
mullet cooked,140.0,23.1,4.5,0.0,0.0,0.0,58.6,56
chum salmon raw,3.0,0.6,0.1,0.0,0.0,0.0,2.1,10
butterfish raw,47.0,5.5,2.6,0.0,0.0,0.0,20.8,15
sea bass cooked,125.0,23.9,2.6,0.0,0.0,0.0,53.5,56
greenland halibut raw,759.0,58.6,56.5,0.0,0.0,0.0,187.7,150
halibut raw,371.0,75.7,5.4,0.0,0.0,0.0,199.9,150
sturgeon cooked,184.0,28.2,7.0,0.0,0.0,0.0,104.7,70
fish fillet fried,211.0,13.3,11.2,15.4,0.0,0.5,30.9,46
rainbow trout raw,111.0,15.8,4.9,0.0,0.0,0.0,46.6,40
pout raw,278.0,58.6,3.2,0.0,0.0,0.0,183.0,133
rainbow smelt cooked,35.0,6.4,0.9,0.0,0.0,0.0,25.5,15
monkfish raw,22.0,4.1,0.4,0.0,0.0,0.0,7.1,10
trout raw,117.0,16.4,5.2,0.0,0.0,0.0,45.8,42
shark raw,37.0,5.9,1.3,0.0,0.0,0.0,14.4,15
burbot raw,104.0,22.4,0.9,0.0,0.0,0.0,69.6,51
dolphinfish cooked,173.0,37.7,1.4,0.0,0.0,0.0,149.5,85
crayfish cooked,25.0,5.0,0.4,0.0,0.0,0.0,38.8,12
dolphinfish raw,173.0,37.7,1.4,0.0,0.0,0.0,148.9,85
perch cooked,54.0,11.4,0.5,0.0,0.0,0.0,52.9,26
cusk raw,106.0,23.2,0.8,0.0,0.0,0.0,50.0,53
bluefin tuna raw,41.0,6.6,1.4,0.0,0.0,0.0,10.8,16
milkfish cooked,54.0,7.4,2.4,0.0,0.0,0.0,19.0,19
carp raw,277.0,38.9,12.2,0.0,0.0,0.0,143.9,98
sturgeon raw,30.0,4.6,1.1,0.0,0.0,0.0,17.0,12
orange roughy raw,22.0,4.6,0.2,0.0,0.0,0.0,17.0,11
catfish fried,199.0,15.7,11.6,7.0,0.0,0.6,61.8,49
cuttlefish raw,22.0,4.6,0.2,0.2,0.0,0.0,31.7,11
bass raw,90.0,14.9,2.9,0.0,0.0,0.0,53.7,36
flounder cooked,109.0,19.4,3.0,0.0,0.0,0.0,71.1,46
milkfish raw,42.0,5.8,1.9,0.0,0.0,0.0,14.7,15
eel raw,375.0,37.6,23.8,0.0,0.0,0.0,257.0,106
catfish raw,189.0,24.2,9.4,0.0,0.0,0.0,87.5,63
fish sticks,78.0,3.1,4.5,6.1,0.5,0.4,7.8,14
coho salmon raw,254.0,33.8,12.2,0.0,0.0,0.0,81.1,87
monkfish cooked,27.0,5.3,0.6,0.0,0.0,0.0,9.1,13
yellowtail cooked,546.0,86.6,19.6,0.0,0.0,0.0,207.3,150
yellowfin tuna cooked,37.0,8.2,0.2,0.0,0.0,0.0,13.3,19
ling cooked,168.0,36.8,1.2,0.0,0.0,0.0,77.0,83
eel cooked,67.0,6.7,4.2,0.0,0.0,0.0,45.6,19
sablefish raw,753.0,51.8,59.1,0.0,0.0,0.0,189.1,150
salmon nuggets,60.0,3.6,3.3,4.0,0.0,0.0,7.4,13
yellowtail raw,546.0,86.5,19.6,0.0,0.0,0.0,205.7,150
butterfish cooked,47.0,5.5,2.6,0.0,0.0,0.0,20.8,15
caviar,42.0,3.9,2.9,0.6,0.0,0.0,94.1,12
pollock raw,355.0,75.0,3.8,0.0,0.0,0.0,274.1,150
catfish cooked,206.0,26.4,10.3,0.0,0.0,0.0,94.4,69
whiting raw,83.0,16.8,1.2,0.0,0.0,0.0,61.6,39
pink salmon raw,404.0,65.2,14.0,0.0,0.0,0.0,146.3,150
yellowfin tuna raw,31.0,6.9,0.1,0.0,0.0,0.0,11.0,16
mackerel raw,230.0,20.8,15.6,0.0,0.0,0.0,78.4,61
turbot raw,388.0,65.5,12.0,0.0,0.0,0.0,195.8,150
cusk cooked,106.0,23.1,0.8,0.0,0.0,0.0,50.4,52
atlantic croaker raw,82.0,14.0,2.5,0.0,0.0,0.0,48.2,34
sucker cooked,148.0,26.6,3.7,0.0,0.0,0.0,65.7,63
spot raw,79.0,11.8,3.1,0.0,0.0,0.0,38.4,30
drum cooked,236.0,34.6,9.7,0.0,0.0,0.0,126.3,86
crayfish raw,3.0,0.6,0.048,0.0,0.0,0.0,4.3,10
tilefish cooked,441.0,73.5,14.1,0.0,0.0,0.0,192.0,150
bluefish cooked,186.0,30.1,6.4,0.0,0.0,0.0,88.9,73
grouper cooked,238.0,50.2,2.6,0.0,0.0,0.0,94.9,114
sheepshead raw,257.0,48.1,5.7,0.0,0.0,0.0,119.0,112
herring kippered,87.0,9.8,4.9,0.0,0.0,0.0,32.8,27
grouper raw,238.0,50.2,2.6,0.0,0.0,0.0,95.8,114
ocean perch cooked,48.0,9.3,0.9,0.0,0.0,0.0,31.5,22
ling raw,168.0,36.7,1.2,0.0,0.0,0.0,77.2,83
lingcod cooked,329.0,68.4,4.1,0.0,0.0,0.0,202.3,150
florida pompano raw,184.0,20.7,10.6,0.0,0.0,0.0,56.0,56
rockfish cooked,162.0,33.1,2.4,0.0,0.0,0.0,90.9,76
seatrout cooked,247.0,39.9,8.6,0.0,0.0,0.0,197.2,97
sockeye salmon raw,562.0,84.4,22.2,0.0,0.0,0.0,209.9,150
swordfish cooked,182.0,24.9,8.4,0.0,0.0,0.0,82.7,64
american shad raw,362.0,31.2,25.3,0.0,0.0,0.0,138.0,94
sardine canned in oil,310.0,36.7,17.1,0.0,0.0,0.0,211.6,98
anchovy canned in oil,8.0,1.2,0.4,0.0,0.0,0.0,3.4,10
salmon canned,520.0,79.1,20.3,0.0,0.0,0.0,143.9,150
sardines in tomato sauce canned,165.0,18.6,9.3,0.5,0.4,0.009,54.3,51
sockeye salmon canned,563.0,79.5,24.9,0.0,0.0,0.0,266.2,150
tuna canned,102.0,18.9,2.4,0.0,0.0,0.0,33.6,45
pink salmon canned,530.0,80.9,20.4,0.0,0.0,0.0,226.1,150
cod canned,328.0,71.0,2.7,0.0,0.0,0.0,171.6,150
eastern oyster canned,110.0,11.4,4.0,6.3,0.0,0.0,89.1,32
chum salmon canned,520.0,79.1,20.3,0.0,0.0,0.0,143.9,150
tuna canned in oil,331.0,47.2,14.4,0.0,0.0,0.0,55.2,119
wild pink salmon oceans,320.0,0.0,16.0,0.0,0.0,0.0,0.0,24
shrimp canned,128.0,26.1,1.7,0.0,0.0,0.0,322.6,60
alaska king crab raw,144.0,31.5,1.0,0.0,0.0,0.0,72.2,71
scallops fried,64.0,2.6,3.2,6.4,0.0,0.0,18.0,12
shrimp cooked,7.0,1.3,0.092,0.013,0.0,0.0,11.6,10
clams fried,19.0,1.3,1.0,1.0,0.0,0.0,5.7,10
alaska king crab cooked,130.0,25.9,2.1,0.0,0.0,0.0,71.0,60
scallops cooked,11.0,2.1,0.058,0.5,0.0,0.0,4.1,10
squid fried,140.0,14.4,6.0,6.2,0.0,0.0,208.0,41
oyster raw,41.0,4.7,1.2,2.5,0.0,0.0,25.0,13
abalone,89.0,14.5,0.6,5.1,0.0,0.0,72.3,35
queen crab raw,25.0,5.2,0.3,0.0,0.0,0.0,15.6,12
whelk cooked,78.0,13.5,0.2,4.4,0.0,0.0,36.8,32
oyster cooked,41.0,4.7,1.2,2.5,0.0,0.0,25.0,13
eastern oyster cooked,8.0,0.7,0.2,0.7,0.0,0.0,3.7,10
blue mussels cooked,344.0,47.6,9.0,14.8,0.0,0.0,112.0,120
octopus raw,23.0,4.2,0.3,0.6,0.0,0.0,13.6,10
spiny lobster cooked,233.0,43.0,3.2,5.1,0.0,0.0,146.7,101
blue mussels raw,129.0,17.9,3.4,5.5,0.0,0.0,42.0,46
queen crab cooked,98.0,20.2,1.3,0.0,0.0,0.0,60.4,46
dungeness crab cooked,140.0,28.3,1.6,1.2,0.0,0.0,96.5,65
dungeness crab raw,140.0,28.4,1.6,1.2,0.0,0.0,96.2,65
shrimp fried,52.0,1.3,3.2,4.8,0.086,0.1,9.9,10
shrimp raw,4.0,0.7,0.023,0.041,0.0,0.0,6.3,10
blue crab cooked,71.0,15.2,0.6,0.0,0.0,0.0,82.5,35
shrimp imitation,29.0,3.5,0.4,2.6,0.0,0.0,10.2,10
conch baked,165.0,33.4,1.5,2.2,0.0,0.0,82.6,77
squid raw,26.0,4.4,0.4,0.9,0.0,0.0,65.9,11
scallop raw,10.0,1.8,0.091,0.5,0.0,0.0,3.6,10
lobster raw,116.0,24.8,1.1,0.0,0.0,0.0,190.5,56
scallop imitation,28.0,3.6,0.1,3.0,0.0,0.0,6.2,10
blue crab raw,18.0,3.8,0.2,0.018,0.0,0.0,16.4,10
whelk raw,39.0,6.7,0.1,2.2,0.0,0.0,18.4,16
spiny lobster raw,234.0,43.1,3.2,5.1,0.0,0.0,146.3,101
clams canned,227.0,38.8,2.5,9.4,0.0,0.0,80.0,93
lobster cooked,134.0,28.5,1.3,0.0,0.0,0.0,219.0,65
eastern oyster fried,29.0,1.3,1.8,1.7,0.0,0.0,10.4,10
clams raw,195.0,33.3,2.2,8.1,0.0,0.0,68.1,80
octopus cooked,139.0,25.3,1.8,3.7,0.0,0.0,81.6,60
eastern oyster raw,8.0,0.7,0.2,0.8,0.0,0.0,3.5,10
oyster fried,61.0,2.1,3.0,6.7,0.0,0.0,18.1,11
sturgeon smoked,49.0,8.8,1.2,0.0,0.0,0.0,22.6,21
chinook salmon smoked,159.0,24.9,5.9,0.0,0.0,0.0,31.3,61
cisco smoked,50.0,4.6,3.4,0.0,0.0,0.0,9.1,14
haddock smoked,33.0,7.1,0.3,0.0,0.0,0.0,21.8,16
whitefish smoked,147.0,31.8,1.3,0.0,0.0,0.0,44.9,72
red salmon sockeye filets smoked,373.0,65.5,12.3,0.0,0.0,0.0,167.4,150
eggnog,224.0,11.6,10.6,20.4,20.4,0.0,149.9,44
beer light,96.0,0.8,0.0,5.4,0.3,0.0,0.0,10
beer budweiser,12.0,0.1,0.0,0.9,0.0,0.0,0.0,10
weizenbier erdinger,220.0,0.0,18.0,0.0,0.0,0.0,0.0,20
beer light budweiser,9.0,0.066,0.0,0.4,0.0,0.0,0.0,10
beer,142.0,1.5,0.0,11.7,0.0,0.0,0.0,13
root beer,202.0,0.0,0.0,52.3,52.3,0.0,0.0,21
whiskey sour mix,26.0,0.051,0.072,6.3,6.3,0.0,0.0,10
whiskey sour,158.0,0.0,0.0,13.9,0.0,0.0,0.0,11
tequila sunrise,232.0,0.6,0.2,23.8,0.0,0.0,0.0,18
daiquiri,112.0,0.035,0.036,4.2,3.3,0.001,0.0,10
pina colada,245.0,0.6,2.7,32.0,31.5,0.4,0.0,22
whiskey,58.0,0.0,0.0,0.1,0.078,0.0,0.0,10
rum,49.0,0.0,0.0,0.0,0.0,0.0,0.0,10
vodka smirnoff,13.0,0.0,0.4,2.0,0.082,0.0,0.0,10
coffee liqueur,96.0,0.041,0.038,13.8,13.7,0.0,0.0,10
gin,53.0,0.0,0.0,0.0,0.0,0.0,0.0,10
dessert wine sweet,165.0,0.2,0.0,14.1,8.0,0.0,0.0,12
chenin blanc white wine,118.0,0.1,0.0,4.9,0.0,0.0,0.0,10
gamay red wine,115.0,0.1,0.0,3.5,0.0,14.4,0.0,10
late harvest white wine,172.0,0.1,0.0,20.6,0.0,13.1,0.0,13
gewurztraminer white wine,119.0,0.1,0.0,3.8,0.0,0.0,0.0,10
burgundy red wine,172.0,0.1,0.0,7.4,0.0,0.0,0.0,11
zinfandel red wine,129.0,0.1,0.0,4.2,0.0,0.0,0.0,10
muller thurgau white wine,112.0,0.1,0.0,5.2,0.0,13.3,0.0,10
mouvedre red wine,129.0,0.1,0.0,3.9,0.0,16.5,0.0,10
table wine,123.0,0.1,0.0,4.0,1.2,0.0,0.0,10
wine light,73.0,0.1,0.0,1.7,1.7,0.0,0.0,10
white wine,121.0,0.1,0.0,3.8,1.4,0.0,0.0,10
petite sirah red wine,125.0,0.1,0.0,3.9,0.0,15.7,0.0,10
non alcoholic wine,2.0,0.1,0.0,0.3,0.3,0.0,0.0,10
pinot noir red wine,121.0,0.1,0.0,3.4,0.0,0.0,0.0,10
pinot gris grigio white wine,122.0,0.1,0.0,3.0,0.0,0.0,0.0,10
riesling white wine,118.0,0.1,0.0,5.5,0.0,0.0,0.0,10
barbera red wine,170.0,0.1,0.0,5.6,0.0,0.0,0.0,10
lemberger red wine,118.0,0.1,0.0,3.6,0.0,15.0,0.0,10
merlot red wine,122.0,0.1,0.0,3.7,0.9,0.0,0.0,10
sangiovese red wine,126.0,0.1,0.0,3.9,0.0,0.0,0.0,10
sauvignon blanc white wine,119.0,0.1,0.0,3.0,0.0,0.0,0.0,10
syrah red wine,122.0,0.1,0.0,3.8,0.0,0.0,0.0,10
carignane red wine,370.0,0.4,0.0,12.0,0.0,0.0,0.0,22
pinot blanc white wine,119.0,0.1,0.0,2.9,0.0,0.0,0.0,10
semillon white wine,121.0,0.1,0.0,4.6,0.0,14.9,0.0,10
dessert wine dry,760.0,1.0,0.0,58.4,5.5,76.5,0.0,52
red wine,125.0,0.1,0.0,3.8,0.9,0.0,0.0,10
cabernet sauvignon red wine,166.0,0.1,0.0,5.2,0.0,0.0,0.0,10
muscat white wine,123.0,0.1,0.0,7.8,0.0,0.0,0.0,10
cooking wine,2.0,0.028,0.0,0.3,0.09,0.0,0.0,10
chardonnay white wine,168.0,0.1,0.0,4.3,1.9,0.0,0.0,10
claret red wine,122.0,0.1,0.0,4.4,0.0,15.0,0.0,10
rice sake,197.0,0.7,0.0,7.4,0.0,0.0,0.0,13
fume blanc white wine,121.0,0.1,0.0,3.3,0.0,15.4,0.0,10
cabarnet franc red wine,122.0,0.1,0.0,3.6,0.0,0.0,0.0,10
chocolate frosting,81.0,0.2,3.6,13.0,11.8,0.2,0.0,10
white sugar,19.0,0.0,0.0,5.0,4.9,0.0,0.0,10
egg substitute,115.0,24.0,0.0,4.8,4.8,0.0,0.0,55
agave syrup,21.0,0.025,0.081,5.3,4.7,0.01,0.0,10
splenda sweetener,336.0,0.0,0.0,91.2,80.3,0.0,0.0,36
vanilla extract,12.0,0.0,0.069,0.5,0.5,0.0,0.0,10
egg yolk dried,27.0,1.3,2.3,0.054,0.002,0.0,92.3,10
granulated sugar,16.0,0.0,0.0,4.2,4.2,0.0,0.0,10
baking chocolate,145.0,3.7,15.2,8.7,0.3,4.8,0.0,24
bakers yeast,18.0,1.4,0.3,3.1,0.0,1.4,0.0,10
fondant,106.0,0.0,0.009,26.4,25.2,0.0,0.0,11
brown sugar,16.0,0.024,0.0,4.1,4.1,0.0,0.0,10
white frosting dry,768.0,4.8,0.0,196.4,0.0,0.0,0.0,88
maple sugar,42.0,0.036,0.061,10.9,10.2,0.0,0.0,10
fructose sweetener,15.0,0.0,0.0,4.2,3.9,0.0,0.0,10
saccharin sweetener,360.0,0.9,0.0,89.1,85.2,0.0,0.0,38
egg white raw,17.0,3.6,0.063,0.2,0.2,0.0,0.0,10
turbinado sugar,18.0,0.0,0.0,4.6,4.6,0.0,0.0,10
vanilla frosting,1931.0,0.0,75.0,313.7,291.5,0.0,0.0,150
aspartame sweetener,365.0,2.2,0.0,89.1,80.7,0.0,0.0,41
egg raw,80.0,7.0,5.3,0.4,0.2,0.0,208.3,21
pineapple topping,860.0,0.3,0.3,225.8,71.4,1.4,0.0,89
egg white dried,26.0,5.8,0.087,0.3,0.0,0.0,0.0,14
egg yolk raw,55.0,2.7,4.5,0.6,0.08,0.0,184.5,11
baking soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
egg dried,30.0,2.4,2.2,0.047,0.05,0.0,81.5,10
strawberry topping,53.0,0.014,0.096,13.9,5.7,0.1,0.0,10
bakers yeast dry,13.0,1.6,0.3,1.6,0.0,1.1,0.0,10
almond paste,1040.0,20.4,63.0,108.5,82.3,10.9,0.0,146
cream of tartar,8.0,0.0,0.0,1.8,0.0,0.01,0.0,10
popover dry mix,631.0,17.7,7.3,120.7,0.0,0.0,0.0,95
egg substitute powder,126.0,15.7,3.7,6.2,6.2,0.0,161.9,41
gelatin powder,17.0,4.3,0.086,0.0,0.0,0.0,0.0,10
tapioca pearls,544.0,0.3,0.093,134.8,5.1,1.4,0.0,55
baking powder,2.0,0.0,0.0,1.3,0.0,0.03,0.0,10
egg boiled,93.0,7.5,6.4,0.7,0.7,0.0,223.8,23
millet flour,444.0,12.8,5.1,86.9,2.0,4.2,0.0,68
triticale flour,439.0,17.1,2.4,95.1,0.0,19.0,0.0,77
corn flour white,414.0,9.6,4.2,87.3,1.8,7.3,0.0,60
rice flour brown,574.0,11.4,4.4,120.8,1.3,7.3,0.0,78
sorghum flour,437.0,9.5,4.0,93.7,2.3,8.0,0.0,62
cornmeal whole grain,442.0,9.9,4.4,93.8,0.8,8.9,0.0,63
cornmeal white,581.0,11.2,2.7,124.7,2.5,6.1,0.0,78
barley flour,511.0,15.5,2.4,110.3,1.2,14.9,0.0,80
safflower seed meal,97.0,10.1,0.7,13.8,0.0,0.0,0.0,29
sesame flour,658.0,38.5,46.4,33.3,0.0,0.0,0.0,140
whole grain wheat flour,408.0,15.9,3.0,86.4,0.5,12.8,0.0,71
corn flour yellow,422.0,8.1,4.5,89.9,0.7,8.5,0.0,58
corn flour whole grain,422.0,8.1,4.5,89.9,0.7,8.5,0.0,58
cottonseed flour low fat,94.0,14.1,0.4,10.2,0.0,0.0,0.0,36
sunflower seed flour,13.0,1.9,0.013,1.4,0.0,0.2,0.0,10
sesame meal,160.0,4.8,13.6,7.4,0.0,0.0,0.0,26
acorn flour,626.0,9.4,37.7,68.3,0.0,0.0,0.0,83
rice flour white,578.0,9.4,2.2,126.6,0.2,3.8,0.0,75
sesame flour low fat,94.0,14.2,0.5,10.0,0.0,0.0,0.0,36
potato flour,571.0,11.0,0.5,133.0,5.6,9.4,0.0,78
cornmeal yellow,581.0,11.2,2.7,124.7,2.5,6.1,0.0,78
rye flour,364.0,10.0,1.4,78.2,0.9,8.2,0.0,55
arrowroot flour,457.0,0.4,0.1,112.8,0.0,4.4,0.0,47
chickpea flour,356.0,20.6,6.2,53.2,10.0,9.9,0.0,73
wheat flour,455.0,12.9,1.2,95.4,0.3,3.4,0.0,69
cornstarch,488.0,0.3,0.03,116.8,0.0,1.2,0.0,49
carob flour,13.0,0.3,0.061,5.3,2.9,2.4,0.0,10
buckwheat flour,402.0,15.1,3.7,84.7,3.1,12.0,0.0,70
pecan pie,503.0,6.0,27.1,63.7,0.0,0.0,106.1,64
apple pie,331.0,3.0,15.6,46.4,0.0,0.0,0.0,40
vanilla wafer pie crust,935.0,6.5,63.7,88.4,12.9,0.2,68.6,110
chocolate pie crust,881.0,11.1,40.8,117.4,47.9,4.9,0.0,111
apple strudel,195.0,2.3,8.0,29.2,18.3,1.6,4.3,25
chocolate snack cake,200.0,1.8,8.0,30.2,18.9,1.6,0.0,24
fruit fried pie,404.0,3.8,20.6,54.5,27.4,3.3,0.0,49
pumpkin pie,316.0,7.0,14.4,40.9,0.0,0.0,65.1,46
corn cake,35.0,0.7,0.2,7.5,2.1,0.2,0.0,10
sponge snack cake,157.0,1.5,4.8,26.9,15.7,0.4,17.2,19
danish pastry with nuts,280.0,4.6,16.4,29.7,16.8,1.3,29.9,38
chocolate cream pie,301.0,2.6,19.2,33.3,0.0,2.0,5.0,37
angel food cake,72.0,1.7,0.2,16.2,0.0,0.4,0.0,11
lemon meringue pie,362.0,4.8,16.4,49.7,0.0,0.0,67.3,46
danish pastry with cinnamon,349.0,4.8,16.7,46.9,0.0,0.0,27.3,45
cinnamon coffeecake,238.0,3.9,13.3,26.6,0.0,1.1,18.2,32
cheesecake,257.0,4.4,18.0,20.4,17.4,0.3,44.0,35
fruitcake,139.0,1.2,3.9,26.5,11.8,1.6,2.2,17
egg custard,293.0,14.2,12.9,31.0,31.0,0.0,236.9,56
mince pie,477.0,4.3,17.8,79.2,46.7,4.3,0.0,58
yellow cake with chocolate frosting,546.0,4.6,25.6,79.7,56.5,2.2,23.0,66
danish pastry with fruit,335.0,4.8,15.9,45.1,0.0,0.0,18.8,44
white cake with coconut frosting,399.0,4.9,11.5,70.8,64.3,1.1,1.1,50
danish pastry with cheese,353.0,5.8,24.6,28.7,0.0,0.0,20.0,48
graham cracker pie crust,917.0,9.3,45.4,117.7,33.2,3.5,0.0,111
blueberry pie,360.0,4.0,17.5,49.2,0.0,0.0,0.0,45
yellow cake with vanilla frosting,239.0,2.2,9.3,37.6,0.0,0.2,35.2,29
pie crust,121.0,1.5,8.0,10.9,0.045,0.4,0.0,16
chocolate cake with chocolate frosting,537.0,4.8,27.7,72.9,55.1,3.0,30.4,65
cheese coffeecake,258.0,5.3,11.6,33.7,0.0,0.8,64.6,37
vanilla cream pie,350.0,6.0,18.1,41.1,16.0,0.8,78.1,47
pineapple cake,367.0,4.0,13.9,58.1,0.0,0.9,25.3,45
peach pie,262.0,2.2,11.7,38.5,19.0,0.9,0.0,32
fruit coffeecake,156.0,2.6,5.1,25.8,0.0,1.3,3.5,21
pound cake,116.0,1.7,6.0,14.6,0.0,0.2,66.3,16
pound cake bread,215.0,3.9,9.6,28.2,10.0,0.9,0.0,29
white cake,264.0,4.0,9.2,42.3,26.3,0.6,1.5,35
coffeecake with chocolate frosting,298.0,4.5,9.7,48.4,0.0,1.8,62.1,39
popcorn cake,38.0,1.0,0.3,8.0,0.001,0.3,0.0,10
banana cream pie,3190.0,52.2,161.3,390.2,143.0,8.3,604.9,150
baked apple pie mcdonalds,91.0,0.9,4.4,12.3,4.9,0.6,0.0,12
sponge cake,187.0,4.6,2.7,36.4,0.0,0.0,107.1,28
yellow cake,245.0,3.6,9.9,36.0,0.0,0.5,36.7,32
shortcake,98.0,1.7,4.0,13.7,0.0,0.0,0.8,14
cherry pie,486.0,5.0,22.0,69.3,0.0,0.0,0.0,60
dutch apple pie,397.0,3.0,15.8,61.0,30.2,2.2,0.0,46
chocolate cake,352.0,5.0,14.3,50.7,0.0,1.5,55.1,45
marshmallow,64.0,0.4,0.033,16.3,11.5,0.013,0.0,10
sugar apple,72.0,1.6,0.2,18.2,0.0,3.4,0.0,11
toffee,67.0,0.1,3.9,7.8,7.6,0.0,12.5,10
vanilla fudge with nuts,123.0,0.8,3.9,21.1,20.1,0.3,3.7,14
peanuts chocolate coated,21.0,0.5,1.3,2.0,1.5,0.2,0.4,10
caramel with nuts chocolate coated,66.0,1.3,2.9,8.5,5.8,0.6,0.0,10
gingerbread,263.0,2.9,12.1,36.4,0.0,0.0,23.7,33
rolo nestle,24.0,0.009,1.0,0.2,0.078,0.0,0.0,10
vanilla fudge,108.0,0.3,1.5,23.2,22.6,0.0,4.2,12
halavah,328.0,8.7,15.1,42.3,0.0,3.2,0.0,50
